review,rating
one of the best game app.,4
this game is totaly amanzing,5
I love the people that created this game,5
best game to spend without loosing WiFi,5
i love this game very much . Whenever i have no internet i play this and i never bored playing this game . it gives now different taxes and i feel interested more and more . thank you (^.^) and i loved it ❤️ it is also offline game which makes me more happy and i can play it whenever i want .,5
Best Game ever played,5
"this game is insane I like the characters,parkour and the cops chasing us is a great game",3
subway suff is a very sound game,5
it's a good idea for this game 🎮 👌 I play this game when I was young thanks 😊,5
I liked this so much💗,4
i love it very very nice game love it 😍❤️,5
this game is awesome because I am legend,5
It's so fun to play there are colourful maps and graphics are the best this is best game to past time me and my cousin play it together in my experience this is very good changing characters and hoverboard and opening mystery boxes and taking keys to have unlimited lives is fun to play,4
l picked 4 cuz it makes u calm for a min until u lose and u crash out is really funny,4
old music is best music,1
why game doesn't give medals,5
everyone can play this game right 👍,5
"this app is so fun and it's my childhood game I used to play, and now, I still play this game lol",5
best to relieve stress,4
it teaches you to never give up,5
he's so adorable I hope he's so adorable too I think I hope 😍,4
It is a very nice game I love the new background music 🎶,5
this is so cool and amazing i love your game,5
it's so funny and satisfying game ❤️🎉,5
Nice game,5
this game so nice 👍👍,5
my childhood love,5
very nice and good,5
one of the favourite games of our childhood and it does not have annoying ads everywhere.,4
love the game ♥️💘👏,5
It is the best runner game for the babies.,5
Keep good experience for me😆,4
It is so good.I daily play it. I never forget it. it's so beautiful game.,5
"I love it, it's a good game.You could play with your family and stuff on🤩",5
The game has high quality and is easy to play,5
nice game my childhood,5
very very good app experince,5
I love it when I am bored I always play it,5
a good game with players defeat score,5
kind of unfair,3
It's cool 😎,5
the most goated game ever,5
this game is so good,5
it's upgrade now and I love this game,5
Nice game,5
Hmm were is the company located coz i wanna thank u guys the game is great,5
this is very good game,5
Brilliant game,5
I really like this That's so cool (▼⌣▼),5
"this game is fun for people who want to challenge them selves,it is smooth no glitches and fun to play,it speeds make the game challenging ,u can play this game without internet and has all the songs u can prefer to play with.I totally recommend this game it's exciting with no ads!!!!!.......",5
I dont know what I say but I love this game,5
this is very nice game,5
It was a very nice game but the character's prices are high.,4
This one is one of the best 😀 old is gold 🥇🪙,5
it is a very very good game no problems anyway,5
it hits a hard nostalgic moment's,5
this game is too much bad,1
"one of the best games I ever played, try to add more game modes instead of just jumping and moving around, if that's fixed 5 stars.",4
I love it sooo much,5
love this game,5
It is crazy game thank you sybo games,5
This game is my favorite,5
this is my favourite game before,5
"Hello SYBO and Kiloo Team. I suggest adding a small timer or warning when a pickup has less than 6 seconds left so players can prepare before it ends during high score runs. I also hope pickup effects like Magnet can stack time instead of resetting it when collected again. This would make gameplay smoother, and less frustrating for players trying to maintain high scores. It would also help players make better decisions during fast situations and reduce unexpected crashes. Thank you !!",4
Very fun! sometimes stressful but also relaxing at the same time😄,5
pretty good and fun to play,4
rlly addicting and fun,5
like the game and the graphics 😎,5
the best game ever!! ><🎀,5
sometimes when I start it Lagos but later it goes back to normal... I really enjoy the game .. it's not reigning on past glory and the updates are nice 🙂,4
best experience ever using this app from the beginning,5
really fun game and it's adventurous,5
ty for this game,5
this is like the best game ever! i collect gifts even things and buy charaters with coins! and we can also chage styles! thats the good part! i like this game is stylish! and nice! we can get stuff and things like jetpack! theres also lava mode! but theres one thing i hate the ads! it keeps messing up the game!:( but the game is still the best! even tho you can buy money with charaters! but its still fine! i like it and its fun! and you do quests! this is the best game ever! i cant stop playing,5
great and very fun game 10/10 must try,5
This is a good game for kids,5
Its a great game,5
foon,5
I lost my account even though I was logged in Facebook and support didn't do anything. They gave me a bunch of coins even though I had years old skins I grinded hours for. Disappointing.,1
"Hi there. I've been experiencing an issue lately with the leader board. I can't check the leader board because it kept saying that I don't have any internet but I always use wifi and it has a good signal I tried to fix it with mods and it works because I changed the com.kiloo.subwaysurf into com.kiloo.subwaysurf.void but when I login to my acc it happens again. I don't know what causes it. and by the way, is it possible to recover my 1 yr of gameplay? because I started back in the brawl star.",5
very good game interested game no words for this game 😁💯💯,4
I loved this game to play its just away my problems I love you the game .,5
very good updates till now . please launch a update very early .,1
I haven't used this app in so long but then played this and now I'm getting used to it.,5
that was very good I was mix a page 10😎,5
my experience on this game is a good game to be worth to play and have on your as a game on a tablet it's a wonderful great game and it's great experiments and my and I have a good high score and tell me what you guys decide score is,5
TISH GAME IS OFFLINE GAME BEST FOR BANGLADESH 👍,5
l like this game.,5
it is hard game but I like it,4
suchhhh a greatt gameeee !!!,5
"""Subway Surfers is an amazing and very entertaining game! I really enjoy playing it. I just have one request—please add Muslim events like Eid too. You include many other cultural events, so it would be nice to see Eid as well. Thank you!""",5
this is the best game of play store,5
this is my favorite game on mobile.,5
um well it has the best animations and moves,5
Really fun but the ads are just really annoying,4
I love this game it's the best help me feel calm and when I'm angry it helps me deal with stuff,5
I like this game this is the best offline game i have ever seen,5
this is the best game ever I have played,5
it's good!!,5
I have been playing it since I was young it is so good and fun,5
that’s a very good game i love it so much iv been playing this game for about the past 3 years i love very good 😀😙🥰,5
no ads apart from optional ones and a true og game,5
The game gives you a chance to play in different seasons specially🤩.Honestly this is the best game ever,5
this game is so fun and so 🔥 I love this game everyone should play this right now q,5
please try the game,4
Bugs and errors in events and their support time not responding.,2
this is kids game so so kid game and Show easy levels,5
fun honestly this is better than temple rush,5
cool,5
childhood games,5
it is fantastic 😊 I totally love it.,5
its a great game,5
there is a game ruining bug where when you jump while on a ramp you would get a stuck in an animation lock that sometimes causes you to lose recently too ads have been crashing for reason and all the run progress is being deleted I will increase my rating once these bugs are fixed,1
nice best for time pass and for office,5
the game is awsome,5
I love it because we can play it anytime whether offline or online and I love every update they bring and I have playing it since my childhood,5
this is my favorite game. I would alway prefer this game,5
this app is great,5
this game is so good I love this game,5
the best runner arcade game 🎮,5
"Nothing to say about this game...this game was,,is,,will be forever my favourite game...it is my whole childhood...and that bgm of this is too nostalgic...today i installed it again...and i remembered those days back in 2018-19❤️❤️",5
its very beautiful game i loved it ❤️❤️❤️❤️,5
I love this game,5
I hope there is a Minecraft version,5
"Subway Surfers is a really nice game, I can play it competitively with others it works without any internet connection that is the bonus point over all the game is very nice!",4
subway surfers game is the best game i had ever played i play it every day,5
it is the best for our finger fast it is awesome,5
"dear @subway_surfers , No doubt you are nostalgic game everyone grew up playing you..... But please run verified ads I just clicked one of your ads and now I'm getting calls of Loan scammers even when I didn't applied for it .... my data got compromised.",1
I paly this game and I like this,5
the game is amazing and still great during 2019. people should download this.,5
this game is trash,1
very fun game to play when bored. it doesn't need a high quality phone just the bare minimum and it plays fine. very fun I love this I think it's the best mobile game EVER,5
its a very good and fun game to play. I love it ever so much. It is soo amazing!!,5
the best game,5
"It's An amazing game, I love how we can Jump run and Uturn Well this game is actually a five star ⭐ but I gave it a four cuz it has adds every other seconds well BTW I love this game and the new updates! nice and cool 😎🆒",4
it's a good game,3
so good I love that game very good experience 👏,5
Subwaysurfers is the best game I've ever played,5
well this game is good for when I am bored plus now I am a fast writer,5
very worst I'm playing or from last 4 years without un installing yesterday I lost my full game achivements and collections there is no chance to bring it back so playing intrest go so now I'm.un installed,1
the most satisfying game that I have ever seen in my life i suggest all of you to play this game,5
15 July 2020 this good version,1
I love this game,5
subway surfers is a fun challenging game to play i recommend it .,5
This game is too good..☺️,5
"Fun, but add creating levels and online levels for you to complete, A copycat of this game has that. We are so desperate and I promise, everyone will be happy if you add a level editor to publish levels in the online levels, Right now, the only way to do it is mods, but this will get your account at risk getting you banned or progress loss, we all reccomemed you to add this.",5
Its a game thaat teachs you to reach your goals that is very fun if youlike a game were you grind to reach your goal its fore you thanks thore making amazing game😊,5
I play this game 5 year it is very nice game 🎮,5
subway. sufers. game 😍🤩😘😋😎my. fawrat,5
Good but you don't get a chance to run away when you're running fast,3
nostalgic and fun and not boring g like other games,5
very nice game i love it very much,5
"Subway Surfers is an popular endless runner mobile game where players control a graffiti artist fleeing a security guard and his dog after being caught spraying a subway train. Players swipe to dodge trains and obstacles, collecting coins to unlock characters, hoverboards, and upgrades while navigating increasing speeds.",5
"I love it very much ! It's my go-to game when I run out of internet and can't watch YouTube. But, I cannot receive rewards with no internet connection. Still love and recommend it tho!!",4
cranking to much,1
OK thanks,5
it's very good ngl,5
Nice game,5
I love this gam. Playing it from the long time. ♥️,5
this is really a good and most interested game 🤗🤗🤗🤗😎🧿💐👌👌 👋👋👋😢🤧😕👊😁🤪😢 and I will enjoy the every moment in this game ....................... .................................👍👍👍👍🙏🙏🙏👍👍🙏🙏🙏👍🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😜😜😎😀😁😂🤣😄😃😄😅😆😉😊😋😋😎😍😘🥰😗😙😚☺️🙂🤗🤩🤔😐🤨😑😶🙄😏😣😥😮🤐😯😪😫😴😌😛😜😝🤤😒😓😕😔🙃🤑😲☹️🙁😖😞😟😤😢😭😦😧😨😩🤯😬😰😱🥵🥶😳🤪😵😡😠🤬😷🤒🤕🤢🤮🤧😇🤠🥳🥴🤥🤫🤭🤭🤭🤭🧐🤓🤭🤭 sorry for this 👆👆👆.👆🙏🙏🙏❤️❤️💫💫💫💝💝💖💖💙💙💛💛,5
Great classic og game,5
it's the best game ever,5
"It was great playing Subway Surfers... suitable for all ages. Improves concentration, Multitasking skills and many more. Filled with new updates and never let the player go down.",5
this is very nice game i like this game,5
Best game ever played .,4
"Finally some new features on the game. Keeping the classic and introducing new optional challenges is great. And the PvP races are really interesting. Would like to see more improvements,",4
it's an a mind runing game and like the game never stops we need need to run forever i like the game,5
the worst vomit on the game please this game is the worst game that we played I'm giving it five star for the worst game,5
it is very interesting game I like this,5
very good and fun game,5
this game is a classic and still one of the best games in my opinion 👏 😲,5
"really, I love this game since my childhood.. thanks for developers making this game",5
"can't play with friends even though they are friends in the game. so what's the point of adding friends? strange race. bug, jump but get stuck until can't get down and die.",1
this game play mind free,5
this is the OG game ever but my dream is how how i can go to the end of this game but it's ok this game is the best op game thank u soo much creator to create this subey surfurce thank u soo soo much,5
"it's not a big deal but I think it's the best game I have ever played it amazing with Easter event it's more amazing I scored 88,2345 it's to much fun,if you guys are reading play it.🌷😝",5
I LOVE IT SO MUCH 😍,5
always my favorite game,5
i really want the old,1
I freaking love this game when you have to do the when you have to do the can run with data it's epic ✨🌺✨🌺,5
GOAT greatest of all time,5
"I love it, this is legit my childhood",5
I love this game,5
pretty good compared to others!,5
cool,5
I'm so nonchalant and cool like jake,5
"No progress saved. (coins, characters, etc) Not starting over.",1
love it automatically nothing better,5
super fun could play for hours,5
it is lovely game u play all day.,5
"I'm very disappointed of last update. In top run I don't see my opponents in top run and medals don't count in achievements. Also in showdown not all points calculated in rank list. Please, fix it. Thank you for your response, as active player I had to say you about issues, because game is iconic",2
nice game my favourite 😁😁,5
after every time I login the account resets to zero,1
🤑🤑🤑🤑🤑🤑🤑💗💗💯💯💯❤❤❤💥💥💥💥🤜💗🤛👌🫂10/10♡♡♡YOU HAVE A GOOD CHANCE FOR KIDS AND YOUR FAMILY WILL BE A GOOD ONE FOR YOU ALL THAT WE WILL LOVE FOR YOUR Game $$$!!! 67,5
cool,4
"it's okay, if you want to pass time or bored but there's one thing I just have to say, which is that getting new characters don't feel rewarding at all in comparison to the boards, they feel very lackluster in specialty that grinding for a new character feels empty and less exciting, this is a lot to ask but it would definitely be cool to have an event where the characters specifically only important ones have abilities that can help them with each differing to make each character feel special.",3
do I have to say that this is the best game?,5
it is a nice game,5
good is this game,5
i like so much this game 🤓💝,5
this game is so awesome and I like it ❤️,5
best childhood game right here,5
it's great,5
The gane is now next level now!,5
I play did on my iPad and ever since I play I loved it,5
"Just a W game, no full game changes so the game is the same but never gets old",5
4 star only because of new paid characters it's just I grew up playing this and this skins were not there in that time,4
"Someone used the delete my account option on my game, and I lost all my progress. I couldn't able to get back my account. I am never playing this game again.",1
im an old player but I lot my acc,5
I like Subway nice game it's good if you know it that is all I can say ❤️,4
this game is my favourite game,5
I love that the story about it teaches us to never stop running to achieve your dreams.,5
make a india theme event map,5
"Hello Support Team, I am facing an issue with my game. Whenever I try to open it normally while my internet connection is on, it does not open at all. However, when I turn off the internet, the game opens without any problem. Could you please check whether this issue is related to my device or if the app is not supported? Thank you.",1
a very good experience 🙂 so happy for the game and also the history,5
really fun and interesting love the new update,5
"disgustingly monetized, if I think about how the game used to be at the beginning its truly a shame. Ads everywhere and you were forced to watch an ad after the 3rd run, screw you guys",1
useless showtown race is biggest mistake,1
the best offline game ever,5
mind blowing game 🎮 👌 😳 🙌,5
so fun have thousands of hours,5
I downloaded hacks and now it's so fun!!!,5
Good for time pass ahh i mean wiw,5
game is ultimate and offline 😄,5
I love this game 🎮,5
you are best game best rating - 10.10,5
this game is 3rd best game in the world for my side and I know this game fevorite for other person,5
this game is soooo gooood because it haven't changed since the beginning of it even if there's so many features but you can play the main one to relax,5
It was a great game I love it,5
this game is so relaxing 😎,5
I love subway surfers,5
This is the best game for me,5
it's an amazing game plus point it's offline 😄,5
old game is gold game iam playing from 10 years,5
good game for offline and online games,4
it's fun to play,5
very fun game I have been playing for a while and it never forces ads,5
fun and only has ads when you press the ad to revive button,5
fun game but to many adds,4
not any internet competition,3
it is the best game i ever play,5
Fun game but needs more characters that look good like the ester character but unfortunately it's only the cloths not the character so please make the ester event characters surfers plzzzzzz,3
beautiful is all I can say,5
excellent playing..✨,5
this game is fun,4
"I'm so close to getting 25 000 event tokens and now the game crashes. I've tried clearing app cache even checked to see if I could update it but no luck. I'm really disappointed cos I really wanted to get bellarina tricky🥲 But besides that, its a great game. so entertaining and addicting. i used to play it alot when I was younger and I had every character in the core crew (those were the only characters at the time) and I still love it. would recommend.",4
I don't like this game this game is boaring,1
this is thebeautiful game ever,5
it's a time wasting game,4
ain nothing good then subvay surfers,5
one of the best game,5
exciting game.,5
normally good,2
this a good game,4
This my favourite game❤️❤️❤️❤️,5
I love this game from my childhood,5
is good for people i give 5☆,5
come back I mean from my childhood this is my favourite game you know today I am 16 year old but this game is still my favourite game as my 5 year old thank you for doing this💗💗💗,5
"this game actually was so good, even the details. 5 stars. also imma reveal the truth so there was this boy who loved skateboarding but he skateboarded on a train track and the train was coming and killed the boy, his father wanted to create this because of the memories of him, even the policeman wasn't trying to make the boy get caught. the policeman tried to save him",5
I love everything about the game,5
This game is offline and is pretty fun.There is always fun in beating you high record,5
I love this game,5
omg I like the Christmas version,5
so subway surfer game very good graphics so this is super game,5
BEST GAME IN THIS WORLD. I LOVE IT. I SCORE 10 LAKH COINS IN THIS GAME,5
very good game and beautiful and intrastinggame,5
best game but its so sad this is based on a true story which the boy died while the guard was trying to protect him,5
I've been playing this game for nilly 8 years now and i have evry thing in it and it's still fun,5
goated,5
games was awesome and I like this and when I am playing this I had my hand fracture but I will play with my one hand but it also they will help me to increase my concentration and some speed up ok thank you.,4
It's great.,5
"This is a very interesting game which can be played by both children and elders. This can be played without internet. I like this game very very much..This is not a boring game. Totally,it is a wonderful game...🥰🥰",5
"many characters,mystery box ,missions accomplished and achievement",5
so fun especially if you have no internet connection,5
very enjoyfull game 1. graphics 💀 2. speed 💀,5
this game the police run me,1
it's fun to play with different challenges,4
This game is very good for kids you can do time pass as much you want you can unlock unlimited characters and enjoy it if you unlock five character you will get a trophy if you also collect 5 hoverboard then also you will get a trophy it is interesting.,5
"no family guy funny moments on the bottom, -F tier gane",1
I like the game because the game is very good I like the game,5
"it so fun, I've playing this since 2015",5
very nice game,5
"fun game, awesome and cool!!!",5
i like that game and can you make a new version for srilanka,5
Great game,5
"I love this game I play this game since, I was kid there alot of update now but the game still fun and have those nostalgia",5
very good very nice game very good,5
nostalgia game veryyy wonderful our childhood we played that,5
Our kids really enjoy this beautiful game.,5
Honestly it's so sad I lost the champion medal to a guy that wasn't in the same region as me last weeks in Top runner.i was in Maldives region,5
it pure game with ads and offline it great app,5
this ts the worst best game for time pass,5
very entertaining and boosts ur consontration level for sure 😎💥,5
love the game it's peak,5
i remember playing this in 2017 and coming back just feels great and i love that my highscore is 2million. edit my highscore is now 12 million,5
it is really fun and gets your mind off of stress. school can be really stressful and this game helped me a lot.,5
What could I say it's my favorite childhood game bro it's just so good bro so GOOD ❤️❤️❤️❤️❣️,5
this ame is very nice and better than all game.,4
it's great and fun.very relaxing and calming,4
GREAT GAME AS WELL AS THE SEQUAL YOU GUYS ARE AMAZING!,5
I love this app it is so good when you are bored,5
a great classic used to play this in elemetery school im in collage now and its still just as fun if not better.,5
it's a good game I scored Over 20000,5
"got addicted for life maybe, would definitely jump over a train again I think 😎😎😎🤩🥳😱😱😱😱",5
I love this,5
I like it because you can change your players and hoovers boards,5
I LOVE 💕💕💕 IT VERY MUCH IT MIKE MY DAY,5
"love this game,🥰❤",5
i think subawway surfers is a good game for kids but for the song add stephanie funk,5
funnnn so fun and it offline that why I like it,5
this game is good 👍 and offline game is better,5
I think that there should be a finishing point where the runner reunites with family.,3
its so fun and exilerating when im board i pick up my Phone play subway surfers.,5
great game,5
this game is very good but it's dowload very load,1
nice but very hard,5
it is fun,5
nice game very nice game of subway allready most of time reach to game in all friends 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🏗️👍👍👍👏,5
"very awesome, but way too many ads☺️",4
Most amazing Mobile game known to man,5
Game - NO __ Feelings - Yes . Who agree with this like my comment,5
"Very fun addictive game. some challenges are ridiculous though, like get 1.4m score in one run. I use ads for revives but eventually just kicks me out the game losing my progress and wasting all my boards etc. game is very ad heavy, probably will uninstall one day but now for now.",3
the best I ever play,5
my app is not working while internet is on. How can I solve it. when I turn of internet app start working. whyy,2
"I love this game, but now a days it seems it's getting too greedy showing add like add application not game this is like showing me add after each game which is making soo frustrated 😫 if any main head see this message please take action against this",2
it's so good when I open subway surfers i atleast play it for 20 minutes because it's so addictive and great and the multiplayer mode made my day!,5
too much advertisement it's irritates 😠🤬🙁,2
there are many ads that need internet when claiming money,1
Very fun,5
it is a good game,5
i love it its really fun,5
I thank you,5
Subway surfers super game my first game is Subway surfers I love you Subway surfers game,5
I love the way it makes me feel because it makes me feel. Good,5
nice game because of their good update or nice nice Apparentlys,5
I like the game because we can play with our friends and race like in other games...😽,5
Great game,5
the best,5
i love this game very much 😍😘😘🥳,5
"this the game I'm playing when I'm pooping or eating, it's peak level entertainment, never gets old",5
Probably the best mobile game. OF ALL TIME.,5
I love the game 🎮,5
it's good 👍 really good,4
it's good,5
this game is very unique,5
best time spending with friends and feamily 👌,5
Subway surfers is the best game in the world well not the world but it's super duper funny and you can play it offline and I definitely recommend five Star game,5
i love it 😍😍😍 my hair fly to another dimension because of bunny betty i'll give you 900$ and i love your game 789$,5
really great competitive game,3
Game Good Life Will Make me Like Is,5
very 😊 game i like this game very much,5
it is interesting,4
i love this game because interesting game 😀,5
bc u loose ur account and stuff,2
its good,5
I like this game it is nise game thank you,5
"Subway surfers has always been a great game, but now it's just overrun with ads. You have to watch ads to receive rewards and when you click an ad to continue a run, it crashes the app and restarts it making you lose all your progress, boosters, and time. Some ads don't even load, they're just grey walls that you have to forcefully close the app. And as soon as you finish a run, you're hit with another ad. This game would be so much better if you weren't watching an ad every minute.",2
it's a good game,5
This game is so good remembered playing it 5 years ago i installed yesterday 10/10 game,5
it is the best offline game it's super funny,4
this is awesome app,5
I love this game because you can play it offline,5
i love the events seriously,5
I actually love this game a lot it's perfect for long car rides and this doesn't even let u get bored 🙂,4
playing this game was fun experience,5
I like this game it works offline and i love that Girl Avatar i love it soo much than before,5
this is my favourite game,5
really addictive,4
such a cool game,5
its is my childhood game,5
"this game is my favourite one , I love it very very much , I am playing this game from childhood since now , This game is contain very very fun 😊",5
It's makes me feel better when I'm feeling angry,4
this game is very good and I love this game and my favourite character is the robot wearing a cap🤩😜,5
I feel good when I play this game it was amazing to play I love this game,5
this game is very awesome you play this game it is very awesome no internet no connections it can free and it is very like a running game focus in your eyes,5
I love all the keys I get and it gets me to focus a lot on other things,5
I love dis game,5
"I am in a loop playing this game..Loved this a lot .. After winning a high score , you will even feel you have got an Oscar award ! It's too good..",5
it is a best game of run game new world new chaceters,5
this game is amazing and best endless game than temple run,1
super hero for the game 🎯🎮🎯🎮🎮,5
"bro, it's just a rip off of temple run",1
it is kind of little boring and it needs wifi which sucks,1
game sike bro play off,5
goooood I will be in high speed and score in 3 weeks want to compete with me sanvizzzzzzzzz,5
Subway surfers is very important and best game Very very very very very nice to play this.,5
it is a game everyone wants to play it is fair it is clear mission are sweat the only thing I don't like is because word Hunt is not easy and I don't like it you don't give key easy,5
Awesome nice,5
good app,5
Amazing. Idk I'm a gen alpha what do you expect,5
og game of the century,5
very nice game,5
game Fun would play,5
this game is so good,5
i really enjoyed the game,5
its really good but when I move right it doesn't move at all it's not so good everytime because of this I am getting out,4
I love the game,5
Nice to play,5
it's very interesting I love to play whenever internet 😁 is not there 😉,5
there are way too many power ups in showdown. everyone is just running amok. you have made this game impossible to win. get a life.,1
we want a clan or guild in this game.,4
a good and very nice game,5
it's a good game stress reliever,5
it is the best game ever...and we can play it offline also .. it's so relaxing and interesting..I liked it. I will give 5stars,5
cool,5
it re bring the childhood,4
I love this game this game is amazing we cannot get bored by playing this game and this game is also good for kids ❤️❤️❤️❤️💗💗💗💗💗💗💗💗💗💗💓💓💓💓💯,5
childhood memories 😭😭,5
"I grew up on this game and it still holds up to this day. one of the first ""Run"" OG games.",4
I love this game but whyd yall make almost all the new characters behind a paywall whats the point of the game anymore its enough that we watch ads for everything,3
The dev team is doing a great job keeping this game fun. So many games fall behind as they get older but this is still very fun to play,5
fix the fact that it you accidentally click an add while in a run the whole game will reload and you will lose all your progress!! then it'll be an easy 5 star^^,4
such a nice app,5
I love it game before when I age 6 to 2019 years because so much long game then later now because i saw im excited so fun 🤩,5
this game is great for my old devices but on the tablet it rotates wrong,5
it's very nice to play this game,5
Best game ever!!!!!!!!!!!!!!!!!!!!!!! 100 out of 10.,5
Love this game,5
cool,5
Very nice and competitive game,5
it's the best game ever,5
I really like to play it when offline and the sound track Tokyo is so good but the reason i dont really like abt that is that when your not playing its not that good,4
Since I started playing this game.i love playing this game so much I appreciate,5
I have fallen in love with this game,5
it is nice and it is off line,5
why I can't download it,1
good and interesting game,5
the best game ever,5
amazing so entertaining very nostalgic,5
"really cool movement and gameplay, honestly not a brainrot game",5
little good not interesting,3
Love this Game since childhood 🔥🗿,5
thanks for giving me surprise,5
verry nice game,5
Great to do offline,4
Running and experience in the best,5
best game in the world,5
Legendary Game,5
"I used to play a lot , earn lot caracters then uninstalled after a span again installed. searched my linked account from Gmail . and I couldn't found any. I almost got heart attack for a sec! 🤧 I stopped took a breath harden my heart and newly log in from my play account.. and my all characters were there 😅 what a sigh of relief !!!! 🤷🏻‍♀️I'm just a aldut child who love subway surfers 😂💖",5
I enjoyed this game and I had so much progress. something happened after this update and now all my progress has disappeared. I tried deleting and reinstalling it and nothing still. it's well and able connecting to my okay games account but the progress isn't loading and their is no way I'm starting all over again. If it doesn't get solved this will be where I part with Subway surfers.,2
"it was fun at first but then it started crashing so I redownloaded it (I had an account and everything) and then I lost all my progress. I tried everything, I tried connecting my old account and everything. nothing worked. I had so much progress and now all my hours on this game were lost. I'm not redownloading again if I can't recover my account anymore. I lost all my characters, boards, and top run. also I already contacted the support team and they wouldn't reply.",2
I like this game and it's my favourite,5
my favourite game,5
this game is amazing 😍😍,5
great game I love it,5
it so good,5
Best game ever seen in the world,1
this is the best game ever,5
"marvelous, fantastic and best . we can say that it is best runner game🎮🎮",5
Best game when getting bored,5
this game is amazing 😍,5
very interesting,5
this game is so satisfying 😄,4
I love to play this game,5
"used to be fine, now it's to much of a grind.",1
nice game without network,5
"It very interesting game with upgrade My whole family plays it, yeah, it's really fun! You all should play it too 😄",5
best game ever its so fun with the friends feautre and showdown its so good,5
this game is so fun even though you can hit a train a hundred times the fun thing is that it is part of the offline games and you helps with thinking fast,5
"I have applied mod and I love it now yahhhh...... I love this gammmmmmmeeee.., toooooo....... much 💗💗💗💗💗💗",5
sooooooo nice but add a Play with friends mode pls,5
It's a really interesting game I'll recommend it for anyone 😁,5
I played this game on Samsung Tab A3 (2013) and am still playing it for years best running games,5
I like this game,5
it's so SO fun and I LOVE it so much,5
Great,5
i love this game,5
I always love this game,5
no doubt one of the OG games,5
it is old but still good I was I'll give it 5 stars,5
This game is so good 👍🏻👍🏻😊😊 It's like not to create an ID for having gifts 🎁🎁,5
Pretty laggy in my 2gb ram mobile,3
"I had to delete the game because it no longer uses save me,the keys are just useless",1
i think it's better to keep that lively song than this one old change the song to the former one far better,4
"very nice, no ads , wonderful,but tasks should be little easy",5
It is amazing definetly recommended,5
this is my fav app since my childhood it's my fav ones,5
"The new update has some issue.Firstly "" Win 1 gold medal or higher in top run"" seasonal quest doesn't work. Second ""use three keys in daily quest also doesn't work""",5
they added multiplayer?,5
"I don't like the new Easter Ireland update at all, I only want to update the app with no change in designs and now I'm seeing a new updates, I'm not okay at all with the Easter Ireland updates and I've lost all interest in the game, is there any way I can get my Christmas edition back?",2
very good experience,5
very good for time pass,4
I love this app,4
the best childhood games,5
i every enjoy to play this game,5
this game is my whole childhood..even now I love to play this when I'm bored or have no wifi it's 10/10,5
I am on top run my name Dawood and my cousin Ahmed raza please give him massage to become friend in subway surfer I reach 250000,5
worst game ever. I was playing an event and the other players were WAY better then me awful match making.,1
it's has always been and will always be one of the best games to play.,5
This game is amazing and i love this game.,5
i don't know what to say,3
sucha wonderful game for timepass but should decrease ads,3
I love this game and can never get bored from it . It is very amazing game too,5
Does the game now support LGBTQ+ content?!!!!!!!,1
best game events and offline the best game,5
I love thiss gamee,5
🔥🔥🔥 its good,5
I'm play from.2 years this game is very amazing,1
it is good game u should add something more which will make th game more excited 😊 and I love to play the game but sometimes get irritated when offend become out it is the best game 🥰❤️❤️💗🧿,5
very good game we can play without an internet,5
"it's a really nice game. my only concern is that the multiplayer is so short. I want you guys to improve that. But overall, it's really nice! that is all and keep that up!",5
this is my favrout game ❤️❤️🥹🥹🌹🌹🌹🍭🍭,5
that's great,4
thik thak,5
this is the best games for you guys 🌚🌝,5
the best game of subwaysurfers,5
l am first time download these game l am relaxed,5
super fun game great game how did you make this game?,5
it's ok,4
it's stress relief,5
super game 🎮 for timepass. i recommended ro download this game 🎯,5
always good. no bugs no need to fix anything cause it's always in tip top shape during every update,5
It's pretty good,5
I DO NOT LIKE IT. I love it!!!!,5
its so relaxing and fun!,5
i love this game,5
I love this game actually I don't remember how old I am when I played this game,5
this is a Great game🙄🙄🙄🙄 ight imma go sit on da 🚽 oooo it stinks a ur 😩😩😩,5
"I think I you should not sell things using real money, otherwise the game is good🤗",4
It's so fun even when you don't have WiFi.,5
"I still enjoy this game, but I'm currently experiencing an issue. I have a good internet connection, but when I log in to the game, I'm unable to access the features that require internet.",4
*Assalamualaikum Everyone I really appreciate thiss game*🫀🫶🏻🇵🇰,5
world 🌍 Best game 🎮🎮🎮🎮,5
good so fun to play,5
i think this game rote is 10 / 100,5
Finally a game that does not require me to be online ❤️❤️,5
"Still a great game, but the weekly runs have been a pain for a couple of weeks. I had the top run 2 weeks ago which didn't register, last week none of my runs counted for it and this week it still isn't working.",4
it is so 😎 cool 😎 👌,5
"this game is old but old is gold so, this game is diamond I really love this game 💜💜💜💜",5
"Great Game, You can play this game with others, and offline. And it's really fun for people, who love gaming, but need a brain refresher ⭐⭐⭐⭐⭐ from me 🙂",5
Brawl stars collab was amazing but it would be cool if roblux collabed,5
Its bad you need to provide a place where you will not be bringing updates disturbing people,1
absolute nostalgia but they got a new version i might check that out,5
I never get bored and w update,5
This is my favorite game I like it,5
I love this game it's so fun 😊😄,5
It's good very much,5
fully Nostalgia🤧 :),5
really enjoyed when I q was one plane it Disease not need Internet love this game,5
Brings childhood memories🩷,5
my favourite game is this,5
