review,rating
I re-download this game after years of not playing i LOVE the development it got and tye new challenges and events it brings more fun to the game i love how we are able to play with others at the same time it really is a great time im so happy for the changes,5
I love this game so much you do not need internet thank you so much for making this game I hope you have a great day,5
my childhood game ♡,5
Very nice game l love it,5
I like this game 🎮 Joni me too play it,5
it is fun no wifi needed and my daughter loves playing it must try and a og game ☺️👍🏻,5
"The Best,😀😍👍👍👍👍👍⭐⭐⭐⭐⭐⭐",5
great game,5
Thank you for listening to me,5
nice game and nice feature and tis game is good for children's,3
the game 🎮 is fun 😊,5
when I am free I always play this game and the quality is good 👍😊,5
best game app this app give me a unique game play,5
the worst game ever,1
the best,5
I never should've wished for the latest update 😔,5
the game never ends,5
Good but hard work,5
well this game is a great online/offline game the one and only SUBWAY SURFERS...has always been my favorite...this never felt boring maybe because of its constant updates and seasons....do play it is amazing,5
That is a good game,5
this is a great game 👏👏👏👏👍👍👍👍💯💯💯,5
this game is so good and i just like this game 10/10🥰 you must have to try thissssssss!,5
its awesome playing this game and is really entertaining 💞💞💞I will give it a five star,5
very effective and adicting so suprised with the details and trying to give it all my best in this reveiw.,5
i like this game so much 😊,5
it is nice and main is use without network 🛜,4
my first time experience,5
Why are there HUNTING ads playing on a children's game? Just no! Love the game though.,2
Honestly I wanted to give it 4 stars because just because I did not play the game for like a month all my progress restarted it was very infuriating,5
Good👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 Very good👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍💯 day I will never be there in a different story and👍💯 the best way home🤗 from the👍💯 best💯💯👍 friend❤ and I don't want to be a great day of school🎒📚 and I don't know what you think I'm sorry I don't want to👍 be able to👍 get to👍👍👍 know how much I love it so I don't want to it was iju dr uk na to get the best💯😘 friend and👍💯,5
this is a good,5
very good game I like it because this game play in off data or also in on data so I will like this game. you also play this game in free time.,5
that's a very good game,5
It's very super,5
this is amazing game... 💖and a stress burster for me... ✨,5
Nace game ra,5
so nice game easily time pass 10 by 10,5
It's good 👍,5
this game is okay. what I don't like about it is that you know that thing that you like slide under they always put a train in the back of it and then suddenly I just lose but I keep on watching ads this game is very very like fun but it's also really annoying because it makes me lose that's the only thing I hate about it but I don't know that I like this game I definitely suggest you should get this game four stars.,4
subway surfers Such a amazing since my childhood to Now Great graphics 👌,5
nice game and play and girls and boys 🇮🇳🇮🇳🇮🇳🇮🇳 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳♥️♥️💜🖤🖤,5
"*The vibe*: Pure, chaotic fun. You’re a graffiti artist dodging trains, cops, and obstacles in endless-runner mode. It’s been around this is endless game but I like this game",5
amazing game I have ever seen cuz this game feels like heaven and this game gives me a lot of memories and a fun with my siblings cousins and my fav one and this game gives you and me ticket for showdown jisme ki bht zyda maza aata hai,5
best game in my life 😎,5
I love the game it's just so fun to play and the events too are so fun to play,1
I love the game,5
This game is very nice,5
perfect game for me,5
"## **Subway Surfers: The Deep Dive** If you want the full story on why this game has stayed at the top of the charts for over a decade, here is the breakdown of what makes it a masterpiece of mobile 🎮game 🎮 I love this game🎮## **Super Bear Adventure: The 100% Completionist’s Dream** Since you've mastered the subways, this is the perfect ""long"" review for a game that offers a completely different kind of challenge—one involving exploratio 💗 when I rank this game in 100 is 100/100",5
it's so interesting to have a new character to have many events on it just like ( Floor is Lava ) it's actually the most of my favourite event I loves to have many types of boards and having a rare badge and the achievements I got I love to have them ( I just love this game ) I rate this game 10/ 10 and play this game and then tell me your opinion how much do you want to rate this game out of 10 / ? just let me know about that,4
I had the best moments when playing this Game,5
It is very good and time pass video game I enjoyed a lot thanks for providing such a wonderful game I have fun with this game and it is offline when your are boored don't forget. To play thanks,5
great 👌 game 🎮,5
is a fun game like others so l realised that,5
very stylish game and very funny game,5
awsome level of detail outstanding 👌,5
I like this game,5
this game is awsome,5
So many ads and the update is not even being download,2
I really love the new update,5
Hello SYBO GAMES all of your games such a genius .İt makes me feel differt when im playing.Thanks to you very much💗And I will be happy if you make an uptade AZERIBAIJAN BAKU,5
best game ever I have played this game since I was 6 years old,5
there are good game,5
best game I scored many high score,5
Very good game 🎮 Please add Bob the blob free,5
I usually play this game when I'm bored and i like so much,5
really good offline game and teaches us to never give up,5
the game is nice the mission make me want to play the game alot,5
l love this game 🤩,5
Great entertainment and very much fun....App works well no hiccups,5
been playing it since a young age and it's still fun,5
Childhood memory 🫠,5
You guys have become TOO GREEDY and it's so annoying. Now to get the new destination surfers/boards we need to buy a surfers pass (expensive af btw) When before we could buy them with the events coins. I don't even want to play anymore,2
"I am an teenager I love this game cuz of it's features ,new and stylist characters and perfect power ups ...this game is such a slay ✅💗..love about it's offline ... like the updates and all the events .....As a TEENAGER I prefer it to all ..I never get bored with it✨🤙🏻.....W SUBWAY SURFERS game ..🔥",5
"Epic game. Cool. So many to learn. Edit: ""This Game Is Legendary 🖐️🗿🤚 ABSOLUTE CINEMA"" There are new"" Run Animations"", new "" ""Cool Surfers"", ""Many Collaborations"", ""Listens To Community"", and ""My Childhood Game""",5
It make me relax,5
this game is so 👍 good,3
must play,5
after a long time played this game still the best,5
perfect for timepass and very entertaining,5
best time pass game,5
This is getting more and more frustrating and annoying because now the Ads won't even show at all and it will just throw me out of the game unlike before where it will still play some Ads if I am persistent. You said you will work on it but am just getting more and more disappointed about this because I don't really see any changes that tells me u are working on it. please quickly find a solution to this problem.,1
it’s a beautiful game,5
This game is an OG,5
A love that game,5
This is my one of fav game I like it very much 🥰🥰,5
very interesting,5
it's an engaging app I am always anticipating for the new updates,5
subway surfers is a very fun game to be honest love it its very educating and it builds moral in kids jeep it up can't wait for subway surfers 3 by,5
send new event early 😁😁 and the game is top of the world,5
the Subway surfers game is too good mere ko to yah game bahut achcha Laga aap chahte ho to aap Khel sakte ho main ise five star rating dungi main aapko prefer Karti Hun ki game jarur ke liye I love this game my favourite game ever ❤️❤️,5
It's a great game,5
what i need to talk about that game. i played that game first time at 2013 when i was 15 years old and i feel the best enjoyment. Like today's game it wouldn't give us the plsurement but it give us a nostolgia typa hipe,5
I love this game there are no adds and i love the new updates but i get to many pop ups please try to fix it,5
the game is too good and the graphic is also but I have a problem today when I log in into my old account I don't get my data back the game just started from the beginning in my existing account I had so many characters and the hoverboard but I don't get them back please check it and correct the problem and help me to get my data back please,5
"beautiful game,nice players and graphics",4
it's fan but ... it does not need add please,5
good end nice I feel relaxed this game it's very fun if you want this game download it,5
very nice game 🎮🎯,5
this game is so much fun And I never forget Subway surfer game this is the world best game in my entire life I love this so much And I recommend you played this game but sometimes this game is cheating by the way you should this game and you love it,5
This game is very bad game in the world,1
"it is amazing 🤩 and I love how each new update has a new season 😁😉,a new country 😁,new players and surfers it is totally spectacular 😍😍😍",5
new update 🙏 🙏,5
this is the best game ever i played any of game this is incrediball game🤩🤩🤩🤩🤩😍😍😍,5
"Due to some glitches I didn't get my showdown champian reward, so much hard work i do for reward, this is not only the first time so much my money,keys,headstart,score booster got wasted.",1
subway surfers is best in the world I like this game. the game is no network and play fun. all people play this game and rate yourself 👍👍.,5
I played it when I was young I still play it,5
very interesting game and fun time game,5
I love this game iam addicted to this game,5
"this is absolutely incredible the game is fun, challenging it's super fun I hope you keep making updates keep up the good work",5
Good game! but if i got surfer pass,5
now this game is 100/10 I love this game for this game no words,5
"Had it in my last phone and I love it, so I'm back to put it in my new one, hope it's still as good or better than before. *re-editing: I'm back and I can say.. this is one The best games I have so far... the Ester Ireland and world tour were awesome, and the showdown was one of my faves, I'm updating it for the latest things, can't wait for more*",5
this is best game but i sad then the brawl star x subway surfers season end,5
it is very good game,4
This is the best game I ever have seen in my life I am totally in love with this game 🎮❣️❣️❣️❣️❤️❤️❤️✅✅✅✅✅🦋✨👑👏👋❤️☺️❤👍😊😻😲😳🙏,5
"good game i,m like addicted BUT it should have avatars like anime mostly demon slayer",4
I hate this is very not bad i like this,5
"This game is good and I love it so much, but my achievements is not adding again, most especially, ""get a medal in top run, and it's like"" it's getting me pissed off.",3
It's is worst game ever,5
"“I will rate this game 0 because it is a scam. I was told that after 30 hunts I would get a character, but when I completed 29 hunts and only one was left, it showed ‘your hunt is over.’ I worked hard to complete these, so I’m saying this is a scam.”",1
I love it this game,5
"This game is great, I like their new showdown mode and we can travel arround other cities we can also change the bgm",5
subway surfers is very good game this game is top game in all countries,5
this game is just awesome...and love how they give one by one tasks to complete and get any reward sometimes even characters ....this is so much funn !!! to play...I love it,5
its really amazing that I can't even describe,5
this game is very good 😀🫂,5
wow I love this game they shud give rewards for playing coz am now so good,5
it's soo fun,5
it's good for keeping the mind quick,5
Nice game,5
very jolly game and best game,5
"Great, Awesome, Beautiful, Star, Nice, One of a Kind, Magnificent, Top of the World, King of Play store... and so on!!!",5
"This the best game .It doesn't force u to watch ads when u are playing ,this game have so many formates to play and many more missions to complete. it a total blast of advantures and i enjoy playing itt🥰😍😍",5
no. 1 in the world,5
LOVELY GAME! I absolutely have to acknowledge the fact that im so pleased by this game that they have not changed the OG graphics of the game! Almost all games do that when they are this high in prestige but hats off to the developers. LOVE SUBWAY SURFERS FOREVER!!!,5
nice game running nepali,2
This game is very good game I like this game very much and I am playing this game from India,5
this is good game 🎮🎮,5
"I like this game, but unfortunately my Facebook friends not showing same as before.",5
love this game,5
love this game,5
"Oh I love subway surfers...get easily addicted to it. EDIT : as an avid player for years , I wanna point out a bag that I'm very annoyed with... very often , when going over the trains , the character stops rolling or jumping & seems like it's gliding on the trains... it's a big problem as I've many times crashed bcz of it & also missed many items... please fix it .",5
way too many ads shoved down our throats,1
It's my favourite game,5
is this my favourite game 🎮🎮,5
it's a amazing game for me♥🌹🌹🌹,5
this game was a super game,5
please check my update is not opening 😔,5
love this game and enjoying a lot,5
i so much love this game,4
it's nostalgic and fun and it helps to increase concentration 😁,4
Amazing game . I Love it 💖,5
my Subway surfers is not getting update what should I do .,1
I like this game and this game is so fantastic and amazing,5
"Subway Surfers is my favorite game, I definitely play it once a day, it has become my daily routine.✨⭐",5
YAA THE GAME IS JUST AMAZING!!🌟🫶🏻💓🪄,5
The best play,5
what🥰lovely game,5
"This is the game that I played for 4 years. When I was a child, I liked to play this game a lot. I earned many rewards , prizes and badges in this game. But one thing, this is the carrier of my childhood memories. I played many games but never played a game like this .",5
subway surfers are crazy i recommend everybody to play this game,5
Super game and very nice you should improve the background graphics,5
been play this game for ever,5
I was trying to get the betty bunny but there is no enough time to finish the showdown and the plant invasion to get cool characters.,5
love the game,4
5 stars bc its so fun to play it with no internet,5
Best game getting surfers is so cool BUT dont get fooled i dont like the new gen characters bring back og skins like Eddie Pride skins crew Christmas characters halloween characters ya get what I mean and make NO MORE NEW GEN update,5
The best ever game I love,5
best game in the world 🌎,5
very good game love it. This game is also offline I can plya this game everytime and its not hard to play too. The events are amazing love them. This game is also very nostalgic.,5
this is so boring and there is so much add in this game idk why but this is so annoying game and it should be customised,1
this is a good game 👍,5
it's good but ye online q nhi chalti.....,1
Super fun ngl. Love collecting new surfers,5
this is nostalgic,5
i love this game ❤️❤️,5
Subway Surfers is the best ever Game 🎮.,5
uninstalled because skipping adds will take more time than playing,1
"wonderful game! Very engaging and fun, too.",5
I love this game but whenever I come for update it never gives me update option . Why it not gives. me update option ?,5
very nice game,5
I LOVE IT! EVERYTHING!,5
best for passing time so good and fun and enjoy too i love this game but needed to improve little bit cuz whenever i jump above barigades my chracter dont jump and i fall so pls fix it and nice game...,4
Very nice game this is,5
very fantastic game my life. good job 👍,4
It is so good game for passing the time,5
"my account got deleted suddenly and i couldn't get it back no matter how many times i tried , i was collecting in it for 3 years and it hurts to remember... the game is fun thou",3
when is update,4
I love 💕 this game I cannot say anything about this game,5
so good in using this in your online class,5
and also new new characters nice character,5
this is best,5
This game is very good I could play this for hours,5
I've been playing this for so late ng now and I must say it's the best game when I get bored or have nothing to do !!!! and collecting character and achievements is fun,5
My childhood and i still playing it and i will never forget about this MASTERPIECE Real-Peak game ❤️‍🩹,5
subway surfers is the best game I have played subway surfers is one of my favourite I rate 5/5 in this game 🎮 I like it soooooo much but sometimes I lost my control that time I will get angry but anyways you are the one of my best game in the world thank you have a nice day to everyone who are reading,5
it's a good game 🎮🎯,5
it's my childhood game and I love this game,5
i need show down again because I didn't complete it 😭,4
its sooo goood yall!! I loved it while playing actually I'm new to it but its so easy to understand how to play it its graphics are so colourfull... 💗🙌🏻,5
Its a really fun game and I can keep track of how long I played 😌,5
"this game amezing, new creations , targets ,missons , I love this game",5
wants people to think,5
"i like the gameplay, like its so much fun and simple in outside and inside. ads is balanced too. i like the hoverboards design, its really cool. i want more updates coming",5
I love this game so much,5
good game and experience to game,5
it's very fun and also improves your focus skills and I love when it gets faster,5
good to play,4
My most favourite game is this❤️❤️❤️❤️👍👍👍👍👍❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5
A very good experience,5
have a great fun 😀 that's looking to just like a abroad soder is to good use of the day of the day of the day of the day of the day of the day of the family and all together with the day and all together with family me 💝 God bless u to much for you and all the day of my family 😥 God has always 😍 my life is a place or something but sir I'm in your family me kisi ka sadi hai to chikhe nikal rhe the day I am not in a time to be in the day and time of time le liya hai kya hai ki na puch lena ha,5
i love This game it's my favourite game,5
"I love this game because it has so many adventures and no wifi needed for this game. If you don't like the music, you can change it, I have changed the music and now the music I selected is EASTER IRELAND.. this music is so good and relaxing and one more thing I would like to say about it is that we can upgrade the power ups.. and increase our scores by completing missions. ❤️❤️❤️❤️❤️❤️",5
like the app,5
good for Time spend,5
"witawy this is my favorite game. also, mongolia would be a sweet destination sometime :)",5
awwome gave had it since 2015 and been here ever sincerely,5
this game is a nostaligic one 💯💝🏇✨ .,5
cool,5
the game is fine but there's something going on with the ads okay so something still wrong with this ads I might update then come back,3
really amazing game,5
Very good to play monthly updates and such world tours I like it . Thanks for SYBO team for the great game .Thanks.,5
I love this game I used to steal my mom's phone when I was younger just to play this game and in my opinion it still lives up to the fun like when I was younger,5
please bring back showdown that was the reason I reinstalled the game,3
this game is so fun I like the showdown,5
where's the new update? can't wait!,5
I love how it doesn't lag like some other games! Love it.,5
I love this I've been playing since 3 years old!,5
I like this game a lot pretty fun when your just bored or something it's the cure to boredom and I'm 7 in Canada weekly score yay,4
It is so fun🤩🎉🎊✨🎆🎇,5
the best game ever,5
I just have to say I love the game it's satisfying you really don't have to worry about ads unless you want rewards they have so many good things to buy on there but for the new season coming up y'all should dress up a character like a president it would be so awesome,5
The games so good and graphics also,4
I have loved playing this game ever since I was only 10 years old. I really love this game and I really hope it never dies.,5
very poor game design and very scammy,1
where did all my surfers go?,1
This holds like the greatest of all times the game is so uniquely addictive it makes you yearn for it I love this game so much,5
best game of all time for real,5
super fun and loads fast,5
ever non-faild game🫶🏻,5
Marvelous 😍,5
super and fun to play even without internet 👍,1
This game is amazing!!!!😄😄😄😄😁😁😁😁,5
Overall Great Game... but please do add a way to get the run back if we close the app by mistake..,4
"I accidentally deleted Subway Surfers. My account is still intact, but when I reinstall the game and log in again, it doesn’t return to my old account—it just stays on a new one. This is so frustrating and disappointing. I really hope you fix this by adding a proper “Switch Account” feature, not something that doesn’t actually switch anything.",1
Very fun to play when you have no Wifi,5
entersting and time pass game 😁😁,5
NO COMPROMISE AND GREAT FUN 😊. LET'S PLAY NAD ENJOY THE GAME.,5
"this game sucks, I was playing got to the highest I could, I got an ad to revive and when I got back in my score didn't save, this is very upsetting I am very frustrated because of this, time of my day wasted.",1
it is so gud I love it it is wonderful.,5
this is my favorite game and it's was very beautiful and lovely,5
The creative team of this game deserves good negative ratings,1
What's not to love about this game?,5
The best,4
Why this app take so long to install because I install it morning 😭😭,5
does not consume a lot of power,5
it is fun when ever I go somewhere,5
Its very useful specially when you're bored just keep adding updates,5
its really fun and rlly addicting I would recommend this game to people who have small intervals of free time!! I also really appreciate that u can pause the game!,5
the game is amazing,5
"I absolutely love this game but the fact that like I have a high high score and then it makes the game harder like in the 4th stage the highest was 3 million I think and then in the 5th stage it jumped to 10 million, like make it easier to get the thing, I hope you fix the problem and I would love it if you could add an update in which the friends we have are also in the same leader board, I hope you look in it. Edit : thanks for answering I hope the problem gets fixed , thanks again!",4
I like this game and this game is best ❤️,5
My account suddenly had to be researched from the beginning again just because I didn't play for the last 5 hours.,1
cool,5
this is very good game,5
This is very innovative and challenging game. It's a very Wonderful with all their events and All that Must Play this Game By: SwiftSurfer,5
it just doesn't finish downloading....it takes too long,2
it's just a good game,5
that's game was really nice I love it 💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖,5
it has very good challenges 👍,5
very very best game,5
this game is legend,5
i really love this game specialy with Spotify and love all the chapters really edicted to this game 🎮,5
THIS GAME IS VERY FUN AND THE POINT THAT I LIKE THIS GAME IS YOU CAN NEVER GET BORED OF PLAYING WITH IT,5
i love this game so much,5
my favourite childhood,5
it's pretty good and it has many quests and is a lot of fun but it still has many ads,4
very good game love it so much,5
Superb game 🎮 I loved it 🥰,5
the best,5
i love it but too many ads when you fall,4
Very Fun Best game to play in your Break Time,5
I loved the game since it first came out and even now I'm playing it,5
iconic that remember my childhood,5
it is a very good game I really love it and it is my favourite game.,5
it's so beautiful,5
"The game is ok, it's enjoyable and fun. But i think the season got too many things and unless you spend the 20 days playing at least one hour is imposible to get everything or nearly anything. Also sometimes when misclicking an ad the game unloads and when being loaded again the run is lost. Also there is this annoying bug but i can't find where to report it: if you jump from a slope to a train you keep falling without really falling and you can't jump.",3
"hey. i just wanted to appreciate the soda ash segment. its so fun and exciting to play in different cities of different countries. but the only thing that bothered me was that why there isn't any PAKISTANI city ? So many people from Pakistan also play this and would LOVE to see any PAKISTANI city too in this segment. so yeah, thats basically a suggestion from our side. and, ya, i just hope, we'll see and play in a Pakistani City in future. :)",4
amazing game... who doesn't love subway surfers?? 😋,5
oh wait I love the characters and the game I love how the police chases Jake😂,5
Everything was just alright till this Easter Ireland update where my top run isn't updating so it remains unranked for no reason even after hitting a 3 million plus score.,3
this game is soo fun,5
Best offlline game 🔥,4
you know that so nice 👍🙂,5
where is the game I love this,5
subway is best game for time pass 😀,5
I love this gamee,5
everything is good 👍🏻,5
U got a More score app can be auto restart total game is gone to start a new,1
Subway surfers game bahut acchi hai,5
this is the best game forever,5
it's my most favourite game from childhood 🤌,5
I killed the police officer because he's not sharing his donuts,5
this great,5
it is a good fun time free game!! it's fun to play u can add ur friends to the game too!!,5
I love this game but it's should have a item inspector to see the worth of ur items for advice add multiplayer,4
THIS IS MY ONE OF THE favourite GAME,5
this game is wonderful deserves the most,5
advance subway surfers,5
w subway Surfers,5
one of the greatest games I've ever played.,5
"this game is the inspiration,the og, and 😘",5
"The game is glitching very often from the past few updates. Daily high score data is not updating properly 😕, upgrades(score boosters & headstarts) are not available at the starting of the game. Someone has to take a serious look into it and must fix these bugs.",2
this time is very good this is my childhood game,5
Make sure it don't update or I will put 0 star rating,5
l love the game because of graphic,5
Game is not working while wifi or data open! can't even open the game to go through support,3
best game i have ever played in my entirety of my life,5
I love every player they give us in each events it's super good and some players are kawaii!! and the game scenes are awesome... but I have a question my rank is so high i have unlocked every single characters if the game is deleted or something can I save my progress so when I installed it back it remains same....,5
this game is known as the most popular game in the world 🌍 this is the most beautiful game and its graphics is very good 🤯🎮,1
🌟🌟🌟🌟💫💫💫💫🌠🌠🌠 could y'all bring back burger King 👑 Please it's been 4 long years Cause I would really like to add him 2 my crew. other than that everything else is peachy,5
this app is made me laughing and laughing i love this game,5
this is interesting game,5
i just really love the game i know roblox is famous but i prefer this game ive been playing this it got deleted few months and im bored of roblox so i delete roblox and download subway surfers i really love this game i quit roblox cause it will be banned in phillippines and im from phillippines i hope u reply and i love ur game i hope u update! in the future subway surfers are in the top 5 i hope!!,5
that is a good game and bril game good game good,5
very good and nostalgic,5
I've played this game since 2018 is the best game ever I was confused when they released their new game but now their new game is just a rework basically but it's still the best game in the world no internet required it is actually the best really good really good really good,5
Best game in the world!😊,5
this is such an og no matter how old it is it is always so fun!,5
"to me, this is the best game ever! it doesn't need internet, and it keeps me entertained!",5
I LOVE THE GAME SO SO MUCH.,5
Really fun app no adds unless you want to unlock something great game,5
"Wonderful game,but I just feel the game should have an account for its players. whereby we can login even if we delete the app and install it back.",5
"it's very fun and yea, I like how the movement is and the updates.",5
"They give rewards for ads whenever they want ... when i got 20k coins from box, they didn't give me ad to double my reward 😑",1
it's fun and interesting,5
LOVE IT!!!!! best game! each time I play I get better and better and better and honestly it's fun to compete against your friends!!! so I recommend this to you if you want to get better at stuff where in gamed you run really fast and dodge moving objects!,5
pathetic too much ads dont download its a scam they hack UPI payment,1
it is fun game and I love it,5
very good game and awesome,4
it cures my boredom 🤪,5
"It's the best game 🎮 I ever played and helped my childhood memories grow............. ..,............................................... ....... . . . . . . . . . . .. . . . . . . . . ........ . . ....... . . . ..",5
I love this game because it is so fun and entertaining,5
Super fun! I love this game.,4
it is the best game,5
I love it girl 😂,5
why is Tasha small,5
it's very fun to play,5
Nice And Fast paced,5
it really relives my stress 😩 from the world and is fun to play when bored,5
this game is all the best release date,5
this game is amazing i love it so much it has many challenge also that makes it amazing but one thing is in events there should be the game of tree/branches which was before plz other it is very nice /superb game 🎮 😀 👍 😉 👏 😄 🎮 😀 👍,5
this game is peak,5
"Because I scored at the game and had the value 3291 but in the rank it shows only 3271 how is this possible, if I didn't pay the fee of ticket that's how this game treats me and I always used the free tickets is this the reason u find this way to not rank me the first.",3
so fast 🤮🤮🤮🤮🤮🤮🤮,1
i upgraded my reflexes and ngl it gave rockstare vibes even my bro knows this game i bought everything even unlimited evrything i recomend this app when your bored or even have free time this app is perfect😁,5
'Subway Suffers' is a amazing game 🎮and to attractively 🧲 fun moments in this game 😁,5
its super great hood job on makeing this game🏃‍♂️,5
I'm playing 4 years ago and subway surfers game is very good 😊 the game is good for kids,5
I love this game soooo much . Thank u sooooooo much sybo games to bring eater ireland 2026 same sound track and level like 2024 I love . thank u soo much please bring it back again in 2027 I am glad u accepted my request . Thanks to subway surfers to bring joy in my life . I love this game .....❤️🥰,5
experience is very good but not fast,5
I enjoyed the game but I was very furious when I saw my account gone and I had to start all over again like 2 times it has happened now and I'm very angry they need to make inprovemebts on that,1
"annoying, once I wanna play last time. I get irritated cause I fail too fast or it was like too easy that I failed and I play again and again, this is good in a way but also bad in a way too, so, yeah, love subway surfers but you know not bad but not good iykyk!♡",3
Good though,5
i just love this game❤️,5
really fun and works without internet,5
We need some features to be developed in it. 1. The Promo Codes Should Have More Days Of VALIDITY. 2. Why The Chance Of Getting A Good Amount Of Money From The Mystery Box Is Very Very Very Low ? It's Not Fair To Get Only 300 Ruppees By Spending 500 Ruppess. 3. There Should Be Valuable Events and The Gifts Should Be In The Form Of Only COINS & KEYS.,4
this game is very good!!!,5
Its my first favourite game Very good 👍🏻😊😊,5
best game for children,5
in my opinion this is better than subway city,5
It is a nice experience to play Subway surfers with friends I loved it,5
very nice game must try 👍😀,5
A fun game would recommend,5
"if I have to go through pages of vendors to remove consent, I'm not playing your game, uninstalled.",1
it's the best so far i thank SYBO so much I Love this game.,5
i love this game so much because of the coin dodging video on YouTube it's very awesome :),5
fabulous and fantastic game,5
I like the new update game fells so good. but ads in this game ruins the experience.way too many ads. I want to play the games but when ads intrupts your game for around 1 mins between each game then I losses my interest to play this game.,2
its good,5
very fun game it's old but fun with a new update and the best part is you can play offline too,5
best game the most exciting game ever the events are just too good,5
download speed bad,1
"Everything in this game is the same as before, which is a good thing, but please change the game's graphics. Keep the ones from the very beginning. The new graphics are not good at all, and it's not fun to play either.",5
It's a good game I like it,3
"i just love this game , but one thing I don't like about it and that is they ask the money 😤",5
this is fun no any lag or gitch and this is super fun,5
Good and improve reflexes and reaction time who agree with me,5
It's my favorite childhood game ever,5
I LOVE THE GAME I HAVE 43 PONTS AND YOU CAN GET AVATAR AND PLAYERS AND NOT MUCH ADS!!!!!!,5
I love the game,5
it's very nice game and I have been on first position in the world also that's why I like this game very it is very nice and to pass the time it is also good and I like it because it is very nice game and we can concentrate on that game I like this Kim so much I like the Subway Surfers I love you it's goodvchg बहुत oz conscience,5
I love this game,5
"bro, the best OG game EVER",5
what beautiful ❤️😍 😍❤️ game,5
this is really worst game because the phone has get more heat and hang it self for sometime so better don't play this game for more time in a day,1
this is very nice game,5
the game was good it is endless,5
"entertainment is endless as same as this game.when someone hears the background music,he or she gets vibe and fill with fun , joy etc..",5
The bestttt,5
Very nice 👍 are you ok with that then and you are son of a woman who lives with me and I can do the 🤪🤪 hhhhhhh Bye bye very one,5
this is good for brain,5
it was a wonderful game,5
very interesting 😎,5
"I'm not going to lie, this Game is really nice👍🙂",5
Subway surfers is my childhood game and it is relaxing and feels more good now .It has many updates now I love one of them which is floor is lava.,5
this game is the best game I ever played also the graphic of this game is very excellent,5
nice showdown update!!!,5
playing since childhood ❇️,5
subway!! i'm here,5
is my fav,5
it is a great game it has so many good things about it and it is not lagie at all. it does take a while to update.,5
It's really good running game. It's always no. 1 for all time .,4
it makes me happy when I play. thanks for creating the game,5
I love subway surfers,5
it is so much fun that you can not even expect,5
this game is not good but amazing 🙌 👏,5
very bad and no speed in the score 😞 please check that.,1
Please any funny hoverboard and season,5
the best game ever,5
is a very fun game,5
"Ads that you can't skip, I often play without internet to avoid Ads..",2
super game and super game and men ❤️❤️,5
very nice game,5
IT'S SO FUN FDGhHHJjJvshdhdhhs Play it RIGHT now,5
this is nice 💯,5
good app for me .i love to play this hame,5
its fun great but after a run there's a long ads,4
it good for when you are brod,5
it was super fun but it was taking me out of the game.,4
IM NOT DUMB????? WHY DID IT NOT UNINSTALL WHEN I UNINSTALLED IT I USED FILE MANAGER > APPS AND NOW ITS BACK? VIRUS DONT GET STUPID,1
this game so good I love to play at free time and complete mission 🔥,5
Boring and I am not interested in playing childish games. I am 68 year old lady,1
"solid classic I really doubt this even needs a review at this point, I mean, i wish it was easier to get keys but this is one of those 'pass the time' games so I dont really care who I play as, dopamine rush from high scores is still high as ever, ive deleted this game for space and then re-downloaded a million times over",5
"Apparently the gaming profile was not automatically connected, and thus my progress and purchases were gone after reinstalling.",1
"it's so fun I play it with my sister and we try to beat each other's high score,",5
absolute gaming experience,5
I really love subway surfers because u earn prizes and more!😘😊,5
"awesome game. only complaints are that it takes so long to win decent rewards, like new characters, ect. and the ads are annoying, but then again all these games are like that.",4
I Love This Game Is Fun And Am 3Third In The United States Love This Game,5
the nostalgia of playing this game hits hard,5
fun adventure boy when you start moving fast God help you,4
why is everything i unlocked now locked after i reinstalled it,2
Kids : Play games for fun . Adults: Play games for fun too+ escape real life . I guess🤣,4
so good and addictive! all together in one!,5
I love subway surfers it was my child since 2015,5
The most thing I love about this game is the seasonal changes,5
superb quality of the game,5
so much good game and the special part is this game is offline i LoVe ThIs game so much broo!!,5
"Most of the things (Spray, hat, badges, costumes etc.) are useless. While most of the missions ( collect 5 keys, 6 words, roll 40 times in one run etc) seems impossible or not easy to complete after many tries. That you you have to spend thousands of coin to pass the mission. What a nonsense.",1
It is so fun to play and I love the skins and it is kid appropriate 😎,5
"showdown section is not showing on my app, why?",3
the game is best game,5
this is a very brilliant game but the thing I didn't like is EVENTS are not opening fast,4
to much adds after each game,1
I love this game,5
this is very nice game,5
the og mobile game,5
goated game but might get bored if u play nonstop,4
This is a good concentrating game and I'would like this type of game !!,5
"DO NOT PLAY SHOW DOWN, THERE ARE A LOT OF PAY TO WIN PLAYERS!",1
This game is so good 👍👍 And nice game for kids,5
Wonderful and entertaining game. Very nice visuals and user-friendly interface. Great experience.,5
this game is cool damn!!!,5
this game is fun to play,5
we want some changes and subway surfers Afghanistan scene,5
this game is very great,5
